TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2014,6,6,22,0,31XX W 32ND AVE,Dunbar-Southlands,487307.835,5454510.2446
Mischief,2010,10,22,12,0,31XX W 33RD AVE,Dunbar-Southlands,487223.1799,5454407.9409
Mischief,2013,1,1,20,0,31XX W 34TH AVE,Dunbar-Southlands,487231.5342,5454308.5604
Mischief,2020,1,5,1,0,31XX W 34TH AVE,Dunbar-Southlands,487281.5229,5454298.9444
Mischief,2013,9,2,15,0,31XX W 35TH AVE,Dunbar-Southlands,487251.7341,5454204.46
Mischief,2006,1,30,18,41,31XX W 37TH AVE,Dunbar-Southlands,487268.1905,5453985.691
Mischief,2018,4,5,16,0,31XX W 37TH AVE,Dunbar-Southlands,487271.9835,5453994.7968
Mischief,2018,4,30,16,0,31XX W 37TH AVE,Dunbar-Southlands,487271.9835,5453994.7968
Mischief,2018,6,19,12,0,31XX W 37TH AVE,Dunbar-Southlands,487271.9835,5453994.7968
Mischief,2011,12,31,16,0,31XX W 37TH AVE,Dunbar-Southlands,487282.9894,5453985.54
Mischief,2007,12,16,21,45,31XX W 39TH AVE,Dunbar-Southlands,487213.8413,5453780.172
Mischief,2004,5,19,22,30,31XX W 39TH AVE,Dunbar-Southlands,487277.2975,5453779.559
Mischief,2004,5,20,18,43,31XX W 39TH AVE,Dunbar-Southlands,487300.2841,5453770.1925
Mischief,2021,7,14,1,0,31XX W 41ST AVE,Dunbar-Southlands,487211.2854,5453570.7458
Mischief,2008,10,31,20,0,31XX W KING EDWARD AVE,Dunbar-Southlands,487317.0945,5455248.919
Mischief,2016,4,2,11,20,32XX DUNBAR ST,Dunbar-Southlands,486524.8929,5456098.5485
Mischief,2006,8,13,15,0,32XX DUNBAR ST,Dunbar-Southlands,486525.1576,5456129.0213
Mischief,2012,7,4,18,30,32XX QUADRA ST,Dunbar-Southlands,486858.3065,5456065.7332
Mischief,2017,10,10,21,31,32XX QUADRA ST,Dunbar-Southlands,486897.6045,5455982.6062
Mischief,2006,3,25,0,22,32XX QUESNEL DR,Dunbar-Southlands,486866.0491,5456123.7946
Mischief,2004,4,17,0,0,32XX QUESNEL DR,Dunbar-Southlands,486918.3168,5456059.977
Mischief,2011,3,17,19,0,32XX W 20TH AVE,Dunbar-Southlands,487016.1366,5455774.8305
Mischief,2013,7,27,22,0,32XX W 21ST AVE,Dunbar-Southlands,487086.359,5455681.6784
Mischief,2013,4,19,22,0,32XX W 21ST AVE,Dunbar-Southlands,487166.2418,5455671.6714
Mischief,2009,9,6,2,0,32XX W 22ND AVE,Dunbar-Southlands,487058.8952,5455582.5576
Mischief,2014,4,3,19,10,32XX W 23RD AVE,Dunbar-Southlands,487013.9156,5455481.5319
Mischief,2005,6,15,1,0,32XX W 23RD AVE,Dunbar-Southlands,487030.6364,5455481.5179
Mischief,2010,1,12,21,41,32XX W 23RD AVE,Dunbar-Southlands,487069.3177,5455472.342
Mischief,2013,4,26,3,27,32XX W 23RD AVE,Dunbar-Southlands,487069.3177,5455472.342
Mischief,2003,6,6,0,0,32XX W 23RD AVE,Dunbar-Southlands,487124.3565,5455472.2971
Mischief,2003,6,7,2,25,32XX W 23RD AVE,Dunbar-Southlands,487124.3565,5455472.2971
Mischief,2023,2,28,11,39,32XX W 23RD AVE,Dunbar-Southlands,487149.2769,5455472.2766
Mischief,2009,9,7,14,30,32XX W 23RD AVE,Dunbar-Southlands,487165.8905,5455472.2628
Mischief,2004,11,19,23,59,32XX W 24TH AVE,Dunbar-Southlands,487022.2416,5455381.8941
Mischief,2003,2,17,1,30,32XX W 24TH AVE,Dunbar-Southlands,487104.158,5455381.2476
Mischief,2017,4,8,15,0,32XX W 24TH AVE,Dunbar-Southlands,487104.158,5455381.2476
Mischief,2018,10,28,16,0,32XX W 24TH AVE,Dunbar-Southlands,487204.8711,5455371.3083
Mischief,2006,8,8,12,0,32XX W 26TH AVE,Dunbar-Southlands,487066.0919,5455154.947
Mischief,2017,8,12,0,0,32XX W 26TH AVE,Dunbar-Southlands,487086.363,5455154.8652
Mischief,2010,4,10,21,54,32XX W 26TH AVE,Dunbar-Southlands,487163.3934,5455154.5539
Mischief,2009,3,28,0,0,32XX W 26TH AVE,Dunbar-Southlands,487179.5732,5455145.3443
Mischief,2005,2,18,20,0,32XX W 26TH AVE,Dunbar-Southlands,487207.9527,5455145.2292
Mischief,2009,3,27,22,0,32XX W 27TH AVE,Dunbar-Southlands,487040.9879,5455048.7906
Mischief,2008,10,31,21,0,32XX W 27TH AVE,Dunbar-Southlands,487042.3797,5455039.6371
Mischief,2007,4,22,10,57,32XX W 27TH AVE,Dunbar-Southlands,487092.2512,5455039.314
Mischief,2009,3,27,18,0,32XX W 27TH AVE,Dunbar-Southlands,487165.3504,5455047.9844
Mischief,2004,2,5,21,0,32XX W 27TH AVE,Dunbar-Southlands,487200.1832,5455038.6144
Mischief,2004,2,19,20,30,32XX W 27TH AVE,Dunbar-Southlands,487200.1832,5455038.6144
Mischief,2006,8,10,12,11,32XX W 28TH AVE,Dunbar-Southlands,487060.8003,5454932.9911
Mischief,2014,7,4,16,0,32XX W 28TH AVE,Dunbar-Southlands,487149.1506,5454933.603
Mischief,2020,10,31,20,57,32XX W 29TH AVE,Dunbar-Southlands,487002.9916,5454830.8662
Mischief,2016,12,10,22,49,32XX W 29TH AVE,Dunbar-Southlands,487012.0279,5454839.8589
Mischief,2017,7,5,12,41,32XX W 29TH AVE,Dunbar-Southlands,487012.0279,5454839.8589
Mischief,2003,6,20,21,0,32XX W 29TH AVE,Dunbar-Southlands,487038.6745,5454830.2632
Mischief,2004,8,6,23,0,32XX W 29TH AVE,Dunbar-Southlands,487038.6745,5454830.2632
Mischief,2005,5,15,0,15,32XX W 29TH AVE,Dunbar-Southlands,487188.7844,5454827.7264
Mischief,2008,8,1,19,0,32XX W 29TH AVE,Dunbar-Southlands,487196.9879,5454827.5878
Mischief,2008,10,31,21,0,32XX W 29TH AVE,Dunbar-Southlands,487199.4814,5454827.5453
Mischief,2009,4,10,2,0,32XX W 30TH AVE,Dunbar-Southlands,487051.4144,5454732.9045
Mischief,2006,9,29,22,30,32XX W 30TH AVE,Dunbar-Southlands,487094.309,5454732.6348
Mischief,2011,3,20,18,30,32XX W 30TH AVE,Dunbar-Southlands,487094.309,5454732.6348
Mischief,2011,8,5,20,0,32XX W 30TH AVE,Dunbar-Southlands,487094.309,5454732.6348
Mischief,2020,1,5,0,0,32XX W 30TH AVE,Dunbar-Southlands,487183.8692,5454732.0721
Mischief,2011,6,15,10,0,32XX W 30TH AVE,Dunbar-Southlands,487196.0819,5454731.9954
Mischief,2006,9,29,19,0,32XX W 30TH AVE,Dunbar-Southlands,487198.4159,5454722.8364
Mischief,2006,9,29,22,30,32XX W 30TH AVE,Dunbar-Southlands,487198.4159,5454722.8364
Mischief,2008,10,31,23,0,32XX W 30TH AVE,Dunbar-Southlands,487198.4159,5454722.8364
Mischief,2018,2,13,21,18,32XX W 31ST AVE,Dunbar-Southlands,487141.7707,5454618.3057
Mischief,2004,8,30,16,0,32XX W 31ST AVE,Dunbar-Southlands,487169.2756,5454617.998
Mischief,2004,10,11,1,0,32XX W 31ST AVE,Dunbar-Southlands,487193.7927,5454617.7237
Mischief,2020,4,27,17,0,32XX W 34TH AVE,Dunbar-Southlands,487074.5625,5454310.0412
Mischief,2016,12,11,10,20,32XX W 34TH AVE,Dunbar-Southlands,487188.6379,5454308.9652
Mischief,2017,7,25,16,0,32XX W 34TH AVE,Dunbar-Southlands,487189.5878,5454299.8119
Mischief,2011,1,13,16,0,32XX W 35TH AVE,Dunbar-Southlands,487044.4345,5454196.9871
Mischief,2011,2,18,17,0,32XX W 35TH AVE,Dunbar-Southlands,487098.5492,5454196.5051
Mischief,2017,7,28,17,0,32XX W 35TH AVE,Dunbar-Southlands,487172.2486,5454195.8482
Mischief,2011,11,11,21,0,32XX W 36TH AVE,Dunbar-Southlands,487064.2205,5454090.3192
Mischief,2018,3,25,18,33,32XX W 36TH AVE,Dunbar-Southlands,487064.2205,5454090.3192
Mischief,2003,2,18,22,0,32XX W 36TH AVE,Dunbar-Southlands,487134.1282,5454088.9271
Mischief,2007,8,5,20,30,32XX W 36TH AVE,Dunbar-Southlands,487155.8846,5454097.6392
Mischief,2018,3,19,0,0,32XX W 36TH AVE,Dunbar-Southlands,487171.1382,5454088.1898
Mischief,2018,12,30,18,0,32XX W 36TH AVE,Dunbar-Southlands,487171.1382,5454088.1898
Mischief,2021,8,12,9,25,32XX W 36TH AVE,Dunbar-Southlands,487191.8814,5454096.9224
Mischief,2004,10,24,8,15,32XX W 36TH AVE,Dunbar-Southlands,487199.9237,5454087.6164
Mischief,2018,2,28,12,0,32XX W 36TH AVE,Dunbar-Southlands,487199.9237,5454087.6164
Mischief,2018,3,18,22,0,32XX W 36TH AVE,Dunbar-Southlands,487199.9237,5454087.6164
Mischief,2018,9,18,23,30,32XX W 36TH AVE,Dunbar-Southlands,487199.9237,5454087.6164
Mischief,2010,8,14,22,15,32XX W 37TH AVE,Dunbar-Southlands,487000.7585,5453987.2205
Mischief,2020,5,29,23,32,32XX W 37TH AVE,Dunbar-Southlands,487009.605,5453987.1828
Mischief,2020,6,1,1,31,32XX W 37TH AVE,Dunbar-Southlands,487009.605,5453987.1828
Mischief,2004,9,8,18,0,32XX W 37TH AVE,Dunbar-Southlands,487069.5685,5453996.0709
Mischief,2016,4,26,20,0,32XX W 37TH AVE,Dunbar-Southlands,487096.1028,5453986.8134
Mischief,2006,5,20,12,0,32XX W 38TH AVE,Dunbar-Southlands,487018.7997,5453889.5337
Mischief,2006,7,4,13,31,32XX W 38TH AVE,Dunbar-Southlands,487057.739,5453888.9965
Mischief,2006,6,6,23,0,32XX W 38TH AVE,Dunbar-Southlands,487070.0027,5453888.827
Mischief,2014,6,7,21,0,32XX W 38TH AVE,Dunbar-Southlands,487159.8104,5453878.4419
Mischief,2010,1,30,23,0,32XX W 39TH AVE,Dunbar-Southlands,487101.8936,5453781.1806
Mischief,2015,10,16,22,0,32XX W 39TH AVE,Dunbar-Southlands,487113.8046,5453781.1249
Mischief,2007,1,17,21,0,32XX W 39TH AVE,Dunbar-Southlands,487176.5871,5453780.567
Mischief,2003,4,6,23,0,32XX W 39TH AVE,Dunbar-Southlands,487198.0516,5453771.183
Mischief,2017,4,17,22,45,32XX W 39TH AVE,Dunbar-Southlands,487198.0516,5453771.183
Mischief,2005,5,21,15,35,32XX W 41ST AVE,Dunbar-Southlands,487078.5667,5453572.6248
Mischief,2011,4,23,23,50,32XX W 41ST AVE,Dunbar-Southlands,487082.7083,5453572.5846
Mischief,2005,3,8,11,24,32XX W 41ST AVE,Dunbar-Southlands,487124.1247,5453572.1815
Mischief,2021,5,21,14,0,32XX W 41ST AVE,Dunbar-Southlands,487155.7338,5453571.6917
Mischief,2016,12,19,12,35,32XX W 41ST AVE,Dunbar-Southlands,487160.4949,5453571.6044
Mischief,2019,6,26,19,11,32XX W 41ST AVE,Dunbar-Southlands,487160.4949,5453571.6044
Mischief,2019,5,27,14,50,32XX W 41ST AVE,Dunbar-Southlands,487179.5393,5453571.2555
Mischief,2021,5,12,18,0,32XX W 41ST AVE,Dunbar-Southlands,487179.5393,5453571.2555
Mischief,2021,1,25,0,0,32XX W 41ST AVE,Dunbar-Southlands,487193.8225,5453570.9937
Mischief,2011,7,17,16,9,32XX W KING EDWARD AVE,Dunbar-Southlands,487093.3443,5455251.0732
Mischief,2015,8,7,23,0,32XX W KING EDWARD AVE,Dunbar-Southlands,487168.7307,5455279.9262
Mischief,2017,12,21,15,0,32XX W KING EDWARD AVE,Dunbar-Southlands,487209.9336,5455249.8253
Mischief,2013,6,5,0,0,33XX COLLINGWOOD ST,Dunbar-Southlands,486773.491,5456010.1612
Mischief,2016,8,22,22,0,33XX COLLINGWOOD ST,Dunbar-Southlands,486773.9429,5456077.3539
Mischief,2019,7,28,15,3,33XX CROWN ST,Dunbar-Southlands,485919.8307,5456072.0521
Mischief,2014,8,14,23,59,33XX DUNBAR ST,Dunbar-Southlands,486524.5392,5456034.0093
Mischief,2014,8,15,16,43,33XX DUNBAR ST,Dunbar-Southlands,486524.5392,5456034.0093
Mischief,2007,5,8,7,30,33XX DUNBAR ST,Dunbar-Southlands,486524.5966,5456047.1846
Mischief,2013,5,8,13,0,33XX DUNBAR ST,Dunbar-Southlands,486524.6542,5456060.3202
Mischief,2022,11,17,22,0,33XX DUNBAR ST,Dunbar-Southlands,486524.6571,5456060.3214
Mischief,2021,10,29,22,55,33XX DUNBAR ST,Dunbar-Southlands,486524.7118,5456073.4558
Mischief,2015,4,29,20,0,33XX DUNBAR ST,Dunbar-Southlands,486533.565,5456007.0193
Mischief,2004,11,2,0,0,33XX DUNBAR ST,Dunbar-Southlands,486533.5678,5456007.7377
Mischief,2005,6,29,21,0,33XX DUNBAR ST,Dunbar-Southlands,486533.6171,5456018.9968
Mischief,2009,12,9,17,48,33XX DUNBAR ST,Dunbar-Southlands,486533.6747,5456032.1324
Mischief,2003,8,31,23,30,33XX DUNBAR ST,Dunbar-Southlands,486533.6829,5456034.0089
Mischief,2005,3,12,2,28,33XX DUNBAR ST,Dunbar-Southlands,486533.7899,5456058.4036
Mischief,2013,2,22,21,11,33XX HIGHBURY ST,Dunbar-Southlands,486324.0827,5456053.5217
Mischief,2018,5,12,12,12,33XX MAYFAIR AVE,Dunbar-Southlands,486913.9287,5453806.3483
Mischief,2012,10,28,0,0,33XX MAYFAIR AVE,Dunbar-Southlands,486978.2736,5453805.9941
Mischief,2003,4,19,23,0,33XX PUGET DR,Dunbar-Southlands,487124.3868,5455946.3246
Mischief,2006,2,19,22,0,33XX QUESNEL DR,Dunbar-Southlands,486996.4212,5455960.8447
Mischief,2012,7,24,16,45,33XX QUESNEL DR,Dunbar-Southlands,487000.8843,5455955.18
Mischief,2015,12,2,8,30,33XX SW MARINE DR,Dunbar-Southlands,486948.706,5453060.8852
Mischief,2012,3,28,23,0,33XX W 18TH AVE,Dunbar-Southlands,486907.2339,5455978.0148
Mischief,2012,3,18,22,0,33XX W 18TH AVE,Dunbar-Southlands,486922.8315,5455971.2934
Mischief,2020,1,30,22,36,33XX W 19TH AVE,Dunbar-Southlands,486872.8018,5455877.3609
Mischief,2010,1,25,9,30,33XX W 19TH AVE,Dunbar-Southlands,486892.6655,5455877.2844
Mischief,2013,7,1,0,55,33XX W 20TH AVE,Dunbar-Southlands,486953.5342,5455774.8929
Mischief,2018,7,7,11,31,33XX W 22ND AVE,Dunbar-Southlands,486935.9529,5455584.2511
Mischief,2018,7,17,19,0,33XX W 22ND AVE,Dunbar-Southlands,486935.9529,5455584.2511
Mischief,2020,7,20,11,48,33XX W 22ND AVE,Dunbar-Southlands,486969.0772,5455574.3373
Mischief,2017,6,25,18,0,33XX W 23RD AVE,Dunbar-Southlands,486967.9542,5455481.781
Mischief,2012,1,21,17,0,33XX W 26TH AVE,Dunbar-Southlands,486992.1781,5455155.3519
Mischief,2007,5,2,10,35,33XX W 27TH AVE,Dunbar-Southlands,486999.7183,5455039.9251
Mischief,2004,9,25,12,40,33XX W 28TH AVE,Dunbar-Southlands,487001.0147,5454932.6247
Mischief,2011,12,31,18,0,33XX W 29TH AVE,Dunbar-Southlands,486924.8059,5454831.3867
Mischief,2016,9,12,20,30,33XX W 29TH AVE,Dunbar-Southlands,486969.5094,5454840.2425
Mischief,2015,7,30,9,0,33XX W 30TH AVE,Dunbar-Southlands,486890.9778,5454724.4276
Mischief,2010,12,17,19,0,33XX W 30TH AVE,Dunbar-Southlands,486955.8459,5454733.3669
Mischief,2010,7,12,22,0,33XX W 30TH AVE,Dunbar-Southlands,486998.8582,5454724.0863
Mischief,2011,1,6,20,30,33XX W 31ST AVE,Dunbar-Southlands,486891.2865,5454620.282
Mischief,2012,5,9,0,0,33XX W 32ND AVE,Dunbar-Southlands,486942.4717,5454522.502
Mischief,2004,3,25,18,0,33XX W 32ND AVE,Dunbar-Southlands,486983.7004,5454512.987
Mischief,2019,2,15,0,0,33XX W 33RD AVE,Dunbar-Southlands,486921.8512,5454408.9841
Mischief,2019,3,27,18,0,33XX W 33RD AVE,Dunbar-Southlands,486995.4304,5454408.9773
Mischief,2021,6,20,12,0,33XX W 35TH AVE,Dunbar-Southlands,486947.1914,5454197.7797
Mischief,2005,2,14,1,30,33XX W 35TH AVE,Dunbar-Southlands,486988.3488,5454197.4763
Mischief,2005,4,4,3,0,33XX W 35TH AVE,Dunbar-Southlands,486988.3488,5454197.4763
Mischief,2003,10,31,17,0,33XX W 37TH AVE,Dunbar-Southlands,486987.5964,5453987.3586
Mischief,2006,2,18,23,24,33XX W 37TH AVE,Dunbar-Southlands,486987.5964,5453987.3586
Mischief,2022,7,1,0,0,33XX W 38TH AVE,Dunbar-Southlands,486985.0536,5453888.6086
Mischief,2003,4,7,7,30,33XX W 39TH AVE,Dunbar-Southlands,486984.4637,5453747.1619
Mischief,2017,10,31,21,30,33XX W 40TH AVE,Dunbar-Southlands,486880.1881,5453676.8393
Mischief,2004,10,8,7,30,33XX W 40TH AVE,Dunbar-Southlands,486983.4391,5453666.9169
Mischief,2006,9,1,1,0,33XX W 41ST AVE,Dunbar-Southlands,486879.4784,5453564.7587
Mischief,2011,8,30,0,0,33XX W 41ST AVE,Dunbar-Southlands,486939.1191,5453573.6781
Mischief,2021,5,11,1,0,33XX W 41ST AVE,Dunbar-Southlands,486959.7175,5453564.4565
Mischief,2018,5,12,19,0,33XX W 42ND AVE,Dunbar-Southlands,486982.5679,5453458.5228
Mischief,2013,1,3,7,30,33XX WALLACE ST,Dunbar-Southlands,486121.7925,5456090.7025
Mischief,2005,11,21,20,30,34XX CAMOSUN ST,Dunbar-Southlands,485702.7394,5455990.0375
Mischief,2008,3,22,7,1,34XX DUNBAR ST,Dunbar-Southlands,486523.8523,5455921.6461
Mischief,2011,12,29,17,43,34XX DUNBAR ST,Dunbar-Southlands,486523.8523,5455921.6461
Mischief,2016,7,9,4,12,34XX DUNBAR ST,Dunbar-Southlands,486523.8523,5455921.6461
Mischief,2005,12,9,16,32,34XX DUNBAR ST,Dunbar-Southlands,486523.9218,5455930.9234
Mischief,2008,10,6,20,27,34XX DUNBAR ST,Dunbar-Southlands,486523.9218,5455930.9234
Mischief,2004,10,22,0,0,34XX DUNBAR ST,Dunbar-Southlands,486532.861,5455903.5999
Mischief,2006,1,1,2,32,34XX DUNBAR ST,Dunbar-Southlands,486532.861,5455903.5999
Mischief,2015,7,23,18,3,34XX DUNBAR ST,Dunbar-Southlands,486532.861,5455903.5999
Mischief,2015,10,31,2,52,34XX DUNBAR ST,Dunbar-Southlands,486532.861,5455903.5999
Mischief,2017,11,15,6,53,34XX DUNBAR ST,Dunbar-Southlands,486532.861,5455903.5999
Mischief,2021,10,11,19,53,34XX DUNBAR ST,Dunbar-Southlands,486533.0206,5455924.9171
Mischief,2006,10,7,19,30,34XX DUNBAR ST,Dunbar-Southlands,486533.2093,5455950.11
Mischief,2005,11,7,12,57,34XX DUNBAR ST,Dunbar-Southlands,486533.2879,5455960.5421
Mischief,2010,7,28,18,0,34XX DUNBAR ST,Dunbar-Southlands,486533.2879,5455960.5421
Mischief,2015,12,21,17,30,34XX DUNBAR ST,Dunbar-Southlands,486533.2879,5455960.5421
Mischief,2003,7,24,1,35,34XX DUNBAR ST,Dunbar-Southlands,486533.4416,5455981.1167
Mischief,2015,4,16,19,21,34XX HIGHBURY ST,Dunbar-Southlands,486323.3776,5455980.6157
Mischief,2017,1,9,0,0,34XX QUESNEL DR,Dunbar-Southlands,487018.0347,5455945.8096
Mischief,2006,11,17,20,0,34XX QUESNEL DR,Dunbar-Southlands,487042.8121,5455903.2568
Mischief,2007,1,20,0,7,34XX W 16TH AVE,Dunbar-Southlands,486830.5859,5456123.8356
Mischief,2004,7,18,18,0,34XX W 16TH AVE,Dunbar-Southlands,486850.3697,5456123.3742
Mischief,2004,1,30,20,0,34XX W 16TH AVE,Dunbar-Southlands,486863.7633,5456123.0615
Mischief,2010,1,25,23,0,34XX W 18TH AVE,Dunbar-Southlands,486799.9086,5455978.6014
Mischief,2008,2,16,1,0,34XX W 18TH AVE,Dunbar-Southlands,486818.5342,5455987.8228
Mischief,2014,2,19,17,30,34XX W 18TH AVE,Dunbar-Southlands,486855.0307,5455978.833
Mischief,2021,3,19,23,52,34XX W 19TH AVE,Dunbar-Southlands,486791.5761,5455886.8177
Mischief,2003,10,12,11,53,34XX W 19TH AVE,Dunbar-Southlands,486804.2167,5455886.7691
Mischief,2020,5,8,14,30,34XX W 20TH AVE,Dunbar-Southlands,486828.1046,5455785.6261
Mischief,2020,5,12,16,0,34XX W 20TH AVE,Dunbar-Southlands,486828.1046,5455785.6261
Mischief,2020,6,22,14,0,34XX W 20TH AVE,Dunbar-Southlands,486858.7446,5455776.0933
Mischief,2020,12,31,18,0,34XX W 21ST AVE,Dunbar-Southlands,486801.3241,5455684.556
Mischief,2012,7,21,2,30,34XX W 21ST AVE,Dunbar-Southlands,486803.5218,5455675.39
Mischief,2020,3,24,0,0,34XX W 21ST AVE,Dunbar-Southlands,486803.5218,5455675.39
Mischief,2005,6,17,22,30,34XX W 21ST AVE,Dunbar-Southlands,486883.5854,5455674.6037
Mischief,2020,3,23,20,30,34XX W 22ND AVE,Dunbar-Southlands,486798.5845,5455584.52
Mischief,2006,6,6,10,12,34XX W 22ND AVE,Dunbar-Southlands,486837.5336,5455575.6499
Mischief,2013,11,22,18,0,34XX W 22ND AVE,Dunbar-Southlands,486858.1196,5455575.7947
Mischief,2017,6,11,17,0,34XX W 23RD AVE,Dunbar-Southlands,486858.0642,5455482.5138
Mischief,2013,4,28,20,16,34XX W 23RD AVE,Dunbar-Southlands,486864.196,5455482.4728
Mischief,2017,6,13,19,0,34XX W 23RD AVE,Dunbar-Southlands,486883.6585,5455473.1988
Mischief,2005,4,13,18,0,34XX W 24TH AVE,Dunbar-Southlands,486775.7235,5455383.9337
Mischief,2005,4,16,11,30,34XX W 24TH AVE,Dunbar-Southlands,486775.7235,5455383.9337
Mischief,2007,2,10,18,0,34XX W 24TH AVE,Dunbar-Southlands,486866.7771,5455384.3218
Mischief,2017,10,28,14,24,34XX W 24TH AVE,Dunbar-Southlands,486882.7505,5455375.2458
Mischief,2005,5,25,16,0,34XX W 26TH AVE,Dunbar-Southlands,486880.9646,5455156.828
Mischief,2004,11,1,0,0,34XX W 26TH AVE,Dunbar-Southlands,486885.1116,5455147.6281
Mischief,2007,7,6,7,30,34XX W 27TH AVE,Dunbar-Southlands,486840.6057,5455051.404
Mischief,2007,2,16,21,20,34XX W 27TH AVE,Dunbar-Southlands,486879.1142,5455050.8391
Mischief,2007,9,2,0,0,34XX W 27TH AVE,Dunbar-Southlands,486879.1142,5455050.8391
Mischief,2007,9,21,22,0,34XX W 27TH AVE,Dunbar-Southlands,486879.1142,5455050.8391
Mischief,2015,7,4,23,0,34XX W 27TH AVE,Dunbar-Southlands,486882.3833,5455041.6461
Mischief,2012,7,19,22,15,34XX W 28TH AVE,Dunbar-Southlands,486791.8655,5454946.7249
Mischief,2003,3,20,22,0,34XX W 28TH AVE,Dunbar-Southlands,486880.3292,5454935.4831
Mischief,2011,6,15,16,0,34XX W 29TH AVE,Dunbar-Southlands,486824.7445,5454832.0326
Mischief,2011,9,29,21,0,34XX W 29TH AVE,Dunbar-Southlands,486824.7445,5454832.0326
Mischief,2005,8,2,20,0,34XX W 29TH AVE,Dunbar-Southlands,486878.2657,5454831.6871
Mischief,2017,5,13,11,0,34XX W 30TH AVE,Dunbar-Southlands,486814.167,5454733.8144
Mischief,2009,6,27,18,0,34XX W 30TH AVE,Dunbar-Southlands,486876.664,5454724.473
Mischief,2003,3,11,16,0,34XX W 31ST AVE,Dunbar-Southlands,486767.5659,5454629.8575
Mischief,2019,3,21,17,0,34XX W 31ST AVE,Dunbar-Southlands,486767.5659,5454629.8575
Mischief,2003,4,4,18,0,34XX W 31ST AVE,Dunbar-Southlands,486787.017,5454629.7898
Mischief,2011,9,2,18,0,34XX W 32ND AVE,Dunbar-Southlands,486833.1221,5454523.4846
Mischief,2015,8,9,5,59,34XX W 32ND AVE,Dunbar-Southlands,486875.7445,5454513.9568
Mischief,2021,2,26,9,28,34XX W 35TH AVE,Dunbar-Southlands,486828.3596,5454207.7998
Mischief,2005,6,23,15,0,34XX W 36TH AVE,Dunbar-Southlands,486831.6961,5454102.001
Mischief,2021,5,14,7,38,34XX W 37TH AVE,Dunbar-Southlands,486766.5268,5453990.7836
Mischief,2018,3,19,0,0,34XX W 37TH AVE,Dunbar-Southlands,486782.6465,5453990.5338
Mischief,2020,1,8,11,0,34XX W 37TH AVE,Dunbar-Southlands,486831.0054,5453989.7847
Mischief,2012,8,24,9,49,34XX W 37TH AVE,Dunbar-Southlands,486867.992,5453998.3567
Mischief,2020,1,7,14,0,34XX W 37TH AVE,Dunbar-Southlands,486867.992,5453998.3567
Mischief,2004,8,15,20,0,34XX W 37TH AVE,Dunbar-Southlands,486872.456,5453989.1425
Mischief,2018,3,18,18,0,34XX W 37TH AVE,Dunbar-Southlands,486872.456,5453989.1425
Mischief,2004,7,9,13,45,34XX W 38TH AVE,Dunbar-Southlands,486765.5736,5453893.1078
Mischief,2005,8,1,10,0,34XX W 38TH AVE,Dunbar-Southlands,486797.8904,5453892.9017
Mischief,2019,12,17,16,0,34XX W 38TH AVE,Dunbar-Southlands,486814.0488,5453892.7986
Mischief,2022,4,15,4,30,34XX W 39TH AVE,Dunbar-Southlands,486763.9768,5453751.2953
Mischief,2019,9,24,13,0,34XX W 39TH AVE,Dunbar-Southlands,486787.1155,5453760.0071
Mischief,2013,1,24,22,2,34XX W 39TH AVE,Dunbar-Southlands,486808.1031,5453750.4677
Mischief,2015,1,17,18,30,34XX W 40TH AVE,Dunbar-Southlands,486767.5662,5453668.5435
Mischief,2021,8,15,18,45,34XX W 40TH AVE,Dunbar-Southlands,486813.6041,5453677.341
Mischief,2004,6,25,8,0,34XX W 40TH AVE,Dunbar-Southlands,486868.6392,5453667.782
